Date,Open,High,Low,Close,Adj Close,Volume
2019-09-16,12387.679688,12421.250000,12362.980469,12380.309570,12380.309570,80505200
2019-09-17,12370.959961,12392.969727,12303.509766,12372.610352,12372.610352,77784600
2019-09-18,12361.230469,12416.049805,12354.490234,12389.620117,12389.620117,70537600
2019-09-19,12355.919922,12466.780273,12354.830078,12457.700195,12457.700195,81542000
2019-09-20,12462.570313,12490.839844,12418.500000,12468.009766,12468.009766,192994000
2019-09-23,12432.299805,12441.019531,12264.139648,12342.330078,12342.330078,80383600
2019-09-24,12368.959961,12375.309570,12307.150391,12307.150391,12307.150391,60350800
2019-09-25,12250.080078,12261.059570,12141.820313,12234.179688,12234.179688,72631600
2019-09-26,12227.769531,12313.150391,12223.290039,12288.540039,12288.540039,78923300
2019-09-27,12327.790039,12404.469727,12324.709961,12380.940430,12380.940430,66140900
2019-09-30,12367.809570,12441.030273,12346.940430,12428.080078,12428.080078,70129900
2019-10-01,12469.669922,12497.280273,12263.830078,12263.830078,12263.830078,78839200
2019-10-02,12221.740234,12226.860352,11925.250000,11925.250000,11925.250000,95636000
2019-10-04,11958.309570,12012.910156,11878.980469,12012.809570,12012.809570,88134300
2019-10-07,12008.769531,12105.089844,11969.320313,12097.429688,12097.429688,65614000
2019-10-08,12097.889648,12097.940430,11933.019531,11970.200195,11970.200195,80877600
2019-10-09,11973.820313,12165.530273,11953.120117,12094.259766,12094.259766,68812700
2019-10-10,12082.889648,12202.709961,12029.459961,12164.200195,12164.200195,88437900
2019-10-11,12248.879883,12511.650391,12240.940430,12511.650391,12511.650391,100870000
2019-10-14,12468.780273,12495.240234,12387.950195,12486.559570,12486.559570,59086900
2019-10-15,12565.679688,12682.400391,12511.900391,12629.790039,12629.790039,94185500
2019-10-16,12644.179688,12698.370117,12603.830078,12670.110352,12670.110352,99475900
2019-10-17,12655.320313,12814.490234,12647.860352,12654.950195,12654.950195,99302200
2019-10-18,12637.009766,12700.379883,12603.169922,12633.599609,12633.599609,88676100
2019-10-21,12661.929688,12787.349609,12646.280273,12747.959961,12747.959961,80978200
2019-10-22,12757.730469,12791.309570,12730.700195,12754.690430,12754.690430,79430700
2019-10-23,12702.919922,12819.219727,12699.849609,12798.190430,12798.190430,76218700
2019-10-24,12860.629883,12914.240234,12820.669922,12872.099609,12872.099609,84318900
2019-10-25,12886.419922,12895.849609,12834.000000,12894.509766,12894.509766,59800700
2019-10-28,12897.400391,12986.490234,12892.839844,12941.709961,12941.709961,69024100
2019-10-29,12946.339844,12951.879883,12897.339844,12939.620117,12939.620117,76948300
2019-10-30,12929.419922,12944.259766,12830.330078,12910.230469,12910.230469,100397400
2019-10-31,12937.589844,12953.339844,12795.089844,12866.790039,12866.790039,100660900
2019-11-01,12912.089844,12992.070313,12896.719727,12961.049805,12961.049805,65905400
2019-11-04,13022.950195,13171.169922,13019.179688,13136.280273,13136.280273,84782400
2019-11-05,13134.330078,13166.080078,13112.650391,13148.500000,13148.500000,83190400
2019-11-06,13150.940430,13187.660156,13110.910156,13179.889648,13179.889648,80045600
2019-11-07,13258.259766,13300.759766,13227.370117,13289.459961,13289.459961,117100600
2019-11-08,13248.620117,13278.179688,13195.830078,13228.559570,13228.559570,95599200
2019-11-11,13170.179688,13225.620117,13144.089844,13198.370117,13198.370117,72597200
2019-11-12,13243.530273,13308.259766,13214.660156,13283.509766,13283.509766,82741400
2019-11-13,13244.049805,13273.820313,13139.250000,13230.070313,13230.070313,77193800
2019-11-14,13198.330078,13219.299805,13159.690430,13180.230469,13180.230469,81582700
2019-11-15,13261.719727,13261.719727,13172.889648,13241.750000,13241.750000,81039800
2019-11-18,13255.780273,13282.410156,13137.879883,13207.009766,13207.009766,69775200
2019-11-19,13235.280273,13374.269531,13187.910156,13221.120117,13221.120117,68664200
2019-11-20,13127.450195,13182.219727,13071.330078,13158.139648,13158.139648,68735300
2019-11-21,13083.000000,13171.849609,13043.900391,13137.700195,13137.700195,74515800
2019-11-22,13145.769531,13244.570313,13120.629883,13163.879883,13163.879883,74716200
2019-11-25,13247.509766,13268.969727,13210.250000,13246.450195,13246.450195,54920200
2019-11-26,13256.400391,13261.980469,13193.750000,13236.419922,13236.419922,89580100
2019-11-27,13291.089844,13314.919922,13219.429688,13287.070313,13287.070313,67304300
2019-11-28,13247.610352,13259.290039,13215.709961,13245.580078,13245.580078,36771000
2019-11-29,13179.250000,13290.330078,13165.070313,13236.379883,13236.379883,71753700
2019-12-02,13264.929688,13338.250000,12954.500000,12964.679688,12964.679688,105692200
2019-12-03,13039.610352,13086.030273,12927.070313,12989.290039,12989.290039,87003100
2019-12-04,12998.660156,13157.360352,12995.320313,13140.570313,13140.570313,68441900
2019-12-05,13144.379883,13188.639648,13054.799805,13054.799805,13054.799805,54216400
2019-12-06,13087.509766,13171.209961,13055.980469,13166.580078,13166.580078,60141700
2019-12-09,13147.570313,13170.769531,13100.240234,13105.610352,13105.610352,50345100
2019-12-10,13065.830078,13091.709961,12886.549805,13070.719727,13070.719727,80064000
2019-12-11,13075.429688,13169.769531,13042.700195,13146.740234,13146.740234,69220500
2019-12-12,13167.559570,13287.809570,13105.070313,13221.639648,13221.639648,83998800
2019-12-13,13383.259766,13423.410156,13255.549805,13282.719727,13282.719727,106137100
2019-12-16,13349.860352,13425.849609,13338.379883,13407.660156,13407.660156,71200800
2019-12-17,13391.269531,13394.469727,13269.429688,13287.830078,13287.830078,79260500
2019-12-18,13266.349609,13286.000000,13215.879883,13222.160156,13222.160156,71001000
2019-12-19,13226.700195,13248.980469,13140.219727,13211.959961,13211.959961,84018200
2019-12-20,13210.259766,13324.110352,13201.799805,13318.900391,13318.900391,170723200
2019-12-23,13304.769531,13331.860352,13285.549805,13300.980469,13300.980469,56215400
2019-12-27,13338.320313,13381.440430,13311.519531,13337.110352,13337.110352,43758600
2019-12-30,13301.429688,13316.620117,13244.169922,13249.009766,13249.009766,31427400
2020-01-02,13233.709961,13425.030273,13225.160156,13385.929688,13385.929688,75341400
2020-01-03,13266.389648,13282.740234,13120.719727,13219.139648,13219.139648,80793400
2020-01-06,13085.490234,13143.110352,12948.169922,13126.990234,13126.990234,71778600
2020-01-07,13199.589844,13283.879883,13166.400391,13226.830078,13226.830078,78282300
2020-01-08,13140.490234,13334.040039,13106.269531,13320.179688,13320.179688,88178800
2020-01-09,13474.759766,13523.339844,13456.780273,13495.059570,13495.059570,86965600
2020-01-10,13533.459961,13548.200195,13483.309570,13483.309570,13483.309570,77941000
2020-01-13,13521.860352,13529.209961,13404.719727,13451.519531,13451.519531,67208300
2020-01-14,13439.200195,13487.900391,13362.200195,13456.490234,13456.490234,74555400
2020-01-15,13444.950195,13458.910156,13388.480469,13432.299805,13432.299805,72046400
2020-01-16,13463.459961,13492.740234,13382.980469,13429.429688,13429.429688,39611800
2020-01-17,13513.480469,13557.780273,13497.299805,13526.129883,13526.129883,86342800
2020-01-20,13503.830078,13550.830078,13487.209961,13548.940430,13548.940430,52882400
2020-01-21,13456.900391,13560.679688,13443.250000,13555.870117,13555.870117,64630900
2020-01-22,13601.650391,13640.059570,13498.030273,13515.750000,13515.750000,73130700
2020-01-23,13455.900391,13486.139648,13382.230469,13388.419922,13388.419922,90749900
2020-01-24,13512.839844,13604.849609,13510.790039,13576.679688,13576.679688,87986400
2020-01-27,13374.990234,13399.419922,13195.280273,13204.769531,13204.769531,101409200
2020-01-28,13274.009766,13327.120117,13163.360352,13323.690430,13323.690430,91825300
2020-01-29,13316.419922,13371.299805,13296.030273,13345.000000,13345.000000,67876800
2020-01-30,13186.490234,13262.179688,13118.969727,13157.120117,13157.120117,100706100
2020-01-31,13196.799805,13208.469727,12973.700195,12981.969727,12981.969727,106903800
2020-02-03,13033.169922,13077.570313,12987.530273,13045.190430,13045.190430,81389100
2020-02-04,13135.610352,13282.629883,13131.070313,13281.740234,13281.740234,80887400
2020-02-05,13224.269531,13488.580078,13223.139648,13478.330078,13478.330078,108453900
2020-02-06,13570.330078,13606.969727,13533.660156,13574.820313,13574.820313,114567900
2020-02-07,13530.769531,13551.030273,13463.980469,13513.809570,13513.809570,87036900
2020-02-10,13476.000000,13501.740234,13445.410156,13494.030273,13494.030273,60456500
2020-02-11,13604.740234,13668.429688,13557.959961,13627.839844,13627.839844,104753500
2020-02-12,13671.150391,13758.700195,13658.150391,13749.780273,13749.780273,86733300
2020-02-13,13695.929688,13745.429688,13576.959961,13745.429688,13745.429688,92087000
2020-02-14,13756.469727,13788.509766,13728.120117,13744.209961,13744.209961,66314900
2020-02-17,13770.669922,13795.240234,13754.040039,13783.889648,13783.889648,57400100
2020-02-18,13668.940430,13731.389648,13660.450195,13681.190430,13681.190430,82088700
2020-02-19,13751.049805,13789.000000,13710.780273,13789.000000,13789.000000,90192900
2020-02-20,13774.440430,13788.410156,13664.000000,13664.000000,13664.000000,86435200
2020-02-21,13609.940430,13689.230469,13500.500000,13579.330078,13579.330078,108765400
2020-02-24,13231.379883,13236.580078,12982.139648,13035.240234,13035.240234,165148900
2020-02-25,13132.040039,13132.040039,12778.660156,12790.490234,12790.490234,129552500
2020-02-26,12682.160156,12849.169922,12368.049805,12774.879883,12774.879883,163618900
2020-02-27,12526.599609,12593.620117,12211.629883,12367.459961,12367.459961,191240900
2020-02-28,11891.870117,12008.589844,11724.120117,11890.349609,11890.349609,274623700
2020-03-02,12030.269531,12121.599609,11624.629883,11857.870117,11857.870117,207214100
2020-03-03,12013.059570,12272.990234,11906.820313,11985.389648,11985.389648,195936600
2020-03-04,11992.589844,12199.820313,11929.240234,12127.690430,12127.690430,147845700
2020-03-05,12191.410156,12207.769531,11844.879883,11944.719727,11944.719727,148086000
2020-03-06,11694.559570,11769.849609,11447.200195,11541.870117,11541.870117,195038500
2020-03-09,10690.080078,10995.219727,10556.639648,10625.019531,10625.019531,305324300
2020-03-10,10724.980469,11032.290039,10423.900391,10475.490234,10475.490234,267400800
2020-03-11,10601.849609,10761.429688,10390.509766,10438.679688,10438.679688,216708900
2020-03-12,9863.990234,9932.559570,9139.120117,9161.129883,9161.129883,390477000
2020-03-13,9480.780273,9985.740234,9064.679688,9232.080078,9232.080078,325900900
2020-03-16,8728.480469,8967.110352,8255.650391,8742.250000,8742.250000,302202400
2020-03-17,9141.169922,9145.929688,8423.559570,8939.099609,8939.099609,220092600
2020-03-18,8613.349609,8670.410156,8400.179688,8441.709961,8441.709961,207558900
2020-03-19,8495.940430,8668.480469,8257.530273,8610.429688,8610.429688,205539300
2020-03-20,9080.490234,9201.070313,8838.299805,8928.950195,8928.950195,286466000
2020-03-23,8536.330078,9071.139648,8480.280273,8741.150391,8741.150391,197208600
2020-03-24,9242.059570,9700.570313,9102.169922,9700.570313,9700.570313,203840700
2020-03-25,9987.370117,10137.620117,9460.910156,9874.259766,9874.259766,204692500
2020-03-26,9621.240234,10000.959961,9526.169922,10000.959961,10000.959961,160450300
2020-03-27,9793.500000,9886.179688,9541.830078,9632.519531,9632.519531,156138300
2020-03-30,9725.879883,9817.509766,9453.790039,9815.969727,9815.969727,131120200
2020-03-31,9970.790039,10096.419922,9703.879883,9935.839844,9935.839844,151505700
2020-04-01,9610.669922,9686.459961,9498.049805,9544.750000,9544.750000,132862200
2020-04-02,9587.450195,9650.269531,9337.019531,9570.820313,9570.820313,144225800
2020-04-03,9535.269531,9626.719727,9470.200195,9525.769531,9525.769531,116245300
2020-04-06,9889.030273,10097.309570,9841.490234,10075.169922,10075.169922,126692200
2020-04-07,10464.110352,10590.410156,10225.019531,10356.700195,10356.700195,149513100
2020-04-08,10301.559570,10340.790039,10198.219727,10332.889648,10332.889648,102430700
2020-04-09,10490.650391,10649.790039,10311.700195,10564.740234,10564.740234,134477100
2020-04-14,10733.969727,10820.169922,10658.959961,10696.559570,10696.559570,106043700
2020-04-15,10678.190430,10678.190430,10243.110352,10279.759766,10279.759766,133088500
2020-04-16,10420.259766,10438.370117,10236.240234,10301.540039,10301.540039,106131500
